Semester,Course ID,Course Name,Instructor,Enrollment,Max Capacity,Offered,A,B,C,D,F,Classroom Location,Class Capacity,Distance to IMU (m),Distance to Wells Library (m),Distance to Luddy Hall (m),Distance to Sample Gates (m),Latitude,Longitude,Preferred Location,Preferred Location Latitude,Preferred Location Longitude,Topics,Keywords,Class Start Time,Preferred Location Time
2024 Fall,INFO-I111,Course 11,Dr. Smith,0,0,FALSE,0,0,0,0,0,Ballantine Hall (BH),150,400,700,1200,300,39.1661,-86.521,Luddy Hall,39.17288318,-86.52334277,Information Systems,"databases, enterprise systems, cloud computing, IT management, networking",11:33,11:43
2024 Fall,INFO-I112,Course 12,Dr. Jones,136,150,TRUE,49,42,0,23,22,Woodburn Hall (WH),80,500,800,1300,400,39.1681,-86.5199,Wells Library,39.1724,-86.5168,Software Engineering,"debugging, agile, testing, programming, software design",10:23,10:31
2024 Fall,INFO-I113,Course 13,Dr. Johnson,62,100,TRUE,39,7,6,3,7,Woodburn Hall (WH),80,500,800,1300,400,39.1681,-86.5199,Wells Library,39.1724,-86.5168,HCI,"user experience, human factors, interaction design, interface design, usability testing",09:40,09:47
2024 Fall,INFO-I114,Course 14,Dr. Jones,0,0,FALSE,0,0,0,0,0,Kelley School (KS),200,1300,1000,200,1200,39.1724,-86.5194,IMU,39.1677,-86.5237,Data Science,"visualization, statistics, data analysis, big data, machine learning",18:15,18:22
2024 Fall,INFO-I115,Course 15,Dr. Johnson,0,0,FALSE,0,0,0,0,0,Woodburn Hall (WH),80,500,800,1300,400,39.1681,-86.5199,Luddy Hall,39.17288318,-86.52334277,Data Science,"statistics, visualization, big data, data analysis, machine learning",18:17,18:25
2024 Fall,INFO-I116,Course 16,Dr. Smith,0,0,FALSE,0,0,0,0,0,Luddy Hall (LU),120,1200,900,100,1100,39.17288318,-86.52334277,Forest,39.16469636,-86.51291367,AI/ML,"neural networks, deep learning, reinforcement learning, natural language processing, AI ethics",19:56,20:03
2024 Fall,INFO-I117,Course 17,Dr. Brown,85,100,TRUE,43,6,16,12,8,Jordan Hall (JH),90,600,300,850,500,39.1649,-86.5211,McNutt,39.1763,-86.5202,Software Engineering,"testing, debugging, software design, agile, programming",16:30,16:40
2024 Fall,INFO-I118,Course 18,Dr. Johnson,0,0,FALSE,0,0,0,0,0,Ballantine Hall (BH),150,400,700,1200,300,39.1661,-86.521,McNutt,39.1763,-86.5202,Software Engineering,"debugging, testing, agile, software design, programming",14:09,14:15
2024 Fall,INFO-I119,Course 19,Dr. Jones,0,0,FALSE,0,0,0,0,0,Ballantine Hall (BH),150,400,700,1200,300,39.1661,-86.521,McNutt,39.1763,-86.5202,AI/ML,"AI ethics, deep learning, neural networks, reinforcement learning, natural language processing",13:42,13:50
2024 Fall,INFO-I120,Course 20,Dr. Brown,0,0,FALSE,0,0,0,0,0,Kelley School (KS),200,1300,1000,200,1200,39.1724,-86.5194,McNutt,39.1763,-86.5202,Software Engineering,"software design, programming, debugging, agile, testing",18:46,18:55
2024 Fall,INFO-I121,Course 21,Dr. Williams,106,100,TRUE,88,3,2,5,8,Woodburn Hall (WH),80,500,800,1300,400,39.1681,-86.5199,Luddy Hall,39.17288318,-86.52334277,Software Engineering,"agile, software design, testing, programming, debugging",14:59,15:08
2024 Fall,INFO-I122,Course 22,Dr. Williams,37,100,TRUE,22,9,6,0,0,Woodburn Hall (WH),80,500,800,1300,400,39.1681,-86.5199,Luddy Hall,39.17288318,-86.52334277,AI/ML,"deep learning, AI ethics, natural language processing, neural networks, reinforcement learning",15:25,15:35
2024 Fall,INFO-I123,Course 23,Dr. Smith,0,0,FALSE,0,0,0,0,0,Swain Hall (SW),75,650,450,1100,550,39.1648,-86.5242,Wells Library,39.1724,-86.5168,HCI,"interaction design, interface design, usability testing, human factors, user experience",19:43,19:49
2024 Fall,INFO-I124,Course 24,Dr. Johnson,124,150,TRUE,100,9,4,0,11,Jordan Hall (JH),90,600,300,850,500,39.1649,-86.5211,IMU,39.1677,-86.5237,Software Engineering,"testing, agile, software design, debugging, programming",14:28,14:34
2024 Fall,INFO-I125,Course 25,Dr. Williams,0,0,FALSE,0,0,0,0,0,Woodburn Hall (WH),80,500,800,1300,400,39.1681,-86.5199,Forest,39.16469636,-86.51291367,Software Engineering,"software design, debugging, programming, testing, agile",10:43,10:50
2024 Fall,INFO-I126,Course 26,Dr. Smith,138,100,TRUE,99,10,15,0,14,Woodburn Hall (WH),80,500,800,1300,400,39.1681,-86.5199,Wells Library,39.1724,-86.5168,Software Engineering,"agile, software design, programming, testing, debugging",13:50,13:58
2024 Fall,INFO-I127,Course 27,Dr. Williams,122,100,TRUE,85,27,4,6,0,Ballantine Hall (BH),150,400,700,1200,300,39.1661,-86.521,Read,39.16622221,-86.51488147,HCI,"usability testing, human factors, interaction design, interface design, user experience",11:28,11:33
2024 Fall,INFO-I128,Course 28,Dr. Williams,0,0,FALSE,0,0,0,0,0,Swain Hall (SW),75,650,450,1100,550,39.1648,-86.5242,McNutt,39.1763,-86.5202,Data Science,"visualization, big data, machine learning, data analysis, statistics",11:18,11:26
2024 Fall,INFO-I129,Course 29,Dr. Johnson,0,0,FALSE,0,0,0,0,0,Ballantine Hall (BH),150,400,700,1200,300,39.1661,-86.521,IMU,39.1677,-86.5237,HCI,"human factors, interaction design, interface design, usability testing, user experience",10:51,10:59
2024 Fall,INFO-I130,Course 30,Dr. Smith,28,150,TRUE,12,9,2,4,1,Wells Library (LI),100,700,200,900,600,39.1724,-86.5168,Wells Library,39.1724,-86.5168,Data Science,"machine learning, statistics, visualization, data analysis, big data",15:16,15:26
2024 Fall,INFO-I131,Course 31,Dr. Smith,0,0,FALSE,0,0,0,0,0,Woodburn Hall (WH),80,500,800,1300,400,39.1681,-86.5199,Forest,39.16469636,-86.51291367,Information Systems,"databases, IT management, networking, enterprise systems, cloud computing",10:43,10:50
2024 Fall,INFO-I132,Course 32,Dr. Jones,0,0,FALSE,0,0,0,0,0,Luddy Hall (LU),120,1200,900,100,1100,39.17288318,-86.52334277,Luddy Hall,39.17288318,-86.52334277,HCI,"human factors, interface design, interaction design, user experience, usability testing",15:55,16:05
2024 Fall,INFO-I133,Course 33,Dr. Johnson,0,0,FALSE,0,0,0,0,0,Kelley School (KS),200,1300,1000,200,1200,39.1724,-86.5194,IMU,39.1677,-86.5237,Software Engineering,"programming, testing, software design, agile, debugging",14:25,14:32
2024 Fall,INFO-I134,Course 34,Dr. Johnson,106,100,TRUE,76,4,13,12,1,Woodburn Hall (WH),80,500,800,1300,400,39.1681,-86.5199,Union Street,39.17137812,-86.50945125,Information Systems,"databases, networking, cloud computing, IT management, enterprise systems",16:23,16:28
2024 Fall,INFO-I135,Course 35,Dr. Johnson,0,0,FALSE,0,0,0,0,0,Ballantine Hall (BH),150,400,700,1200,300,39.1661,-86.521,McNutt,39.1763,-86.5202,HCI,"human factors, interface design, interaction design, user experience, usability testing",13:45,13:50
2024 Fall,INFO-I136,Course 36,Dr. Johnson,0,0,FALSE,0,0,0,0,0,Psychology Building (PY),85,550,350,950,450,39.17251695,-86.52006939,Bookmarket,39.171,-86.5168,Software Engineering,"debugging, software design, testing, agile, programming",15:32,15:39
2024 Fall,INFO-I137,Course 37,Dr. Jones,0,0,FALSE,0,0,0,0,0,Kelley School (KS),200,1300,1000,200,1200,39.1724,-86.5194,IMU,39.1677,-86.5237,AI/ML,"deep learning, AI ethics, reinforcement learning, natural language processing, neural networks",19:54,20:00
2024 Fall,INFO-I138,Course 38,Dr. Brown,0,0,FALSE,0,0,0,0,0,Kelley School (KS),200,1300,1000,200,1200,39.1724,-86.5194,Forest,39.16469636,-86.51291367,Software Engineering,"software design, testing, programming, agile, debugging",13:25,13:33
2024 Fall,INFO-I139,Course 39,Dr. Jones,101,50,TRUE,58,15,18,5,5,Psychology Building (PY),85,550,350,950,450,39.17251695,-86.52006939,Bookmarket,39.171,-86.5168,AI/ML,"deep learning, neural networks, natural language processing, reinforcement learning, AI ethics",09:58,10:04
2024 Fall,INFO-I140,Course 40,Dr. Jones,136,50,TRUE,80,12,22,3,19,Ballantine Hall (BH),150,400,700,1200,300,39.1661,-86.521,Luddy Hall,39.17288318,-86.52334277,Information Systems,"cloud computing, networking, enterprise systems, IT management, databases",18:49,18:54
2024 Fall,INFO-I141,Course 41,Dr. Smith,134,50,TRUE,67,22,1,25,19,Woodburn Hall (WH),80,500,800,1300,400,39.1681,-86.5199,IMU,39.1677,-86.5237,AI/ML,"AI ethics, natural language processing, reinforcement learning, neural networks, deep learning",16:08,16:17
2024 Fall,INFO-I142,Course 42,Dr. Smith,11,50,TRUE,7,3,0,1,0,Ballantine Hall (BH),150,400,700,1200,300,39.1661,-86.521,Read,39.16622221,-86.51488147,Cybersecurity,"penetration testing, cyber threats, risk management, network security, encryption",17:02,17:10
2024 Fall,INFO-I143,Course 43,Dr. Smith,0,0,FALSE,0,0,0,0,0,Ballantine Hall (BH),150,400,700,1200,300,39.1661,-86.521,Wells Library,39.1724,-86.5168,AI/ML,"AI ethics, neural networks, natural language processing, deep learning, reinforcement learning",10:06,10:13
2024 Fall,INFO-I144,Course 44,Dr. Jones,0,0,FALSE,0,0,0,0,0,Kelley School (KS),200,1300,1000,200,1200,39.1724,-86.5194,Bookmarket,39.171,-86.5168,Software Engineering,"programming, testing, debugging, agile, software design",11:27,11:32
2024 Fall,INFO-I145,Course 45,Dr. Williams,40,50,TRUE,24,7,0,7,2,Luddy Hall (LU),120,1200,900,100,1100,39.17288318,-86.52334277,Union Street,39.17137812,-86.50945125,Software Engineering,"agile, debugging, software design, testing, programming",14:28,14:38
2024 Fall,INFO-I146,Course 46,Dr. Williams,125,150,TRUE,31,41,25,20,8,Wells Library (LI),100,700,200,900,600,39.1724,-86.5168,McNutt,39.1763,-86.5202,Data Science,"statistics, machine learning, visualization, big data, data analysis",12:36,12:41
2024 Fall,INFO-I147,Course 47,Dr. Williams,0,0,FALSE,0,0,0,0,0,Swain Hall (SW),75,650,450,1100,550,39.1648,-86.5242,Bookmarket,39.171,-86.5168,Software Engineering,"agile, software design, testing, programming, debugging",13:08,13:14
2024 Fall,INFO-I148,Course 48,Dr. Brown,0,0,FALSE,0,0,0,0,0,Woodburn Hall (WH),80,500,800,1300,400,39.1681,-86.5199,Bookmarket,39.171,-86.5168,Data Science,"data analysis, machine learning, statistics, big data, visualization",19:49,19:55
2024 Fall,INFO-I149,Course 49,Dr. Williams,78,50,TRUE,37,5,12,12,12,Ballantine Hall (BH),150,400,700,1200,300,39.1661,-86.521,Wells Library,39.1724,-86.5168,Information Systems,"IT management, databases, enterprise systems, cloud computing, networking",11:11,11:16
2024 Fall,INFO-I150,Course 50,Dr. Smith,37,50,TRUE,15,7,7,2,6,Kelley School (KS),200,1300,1000,200,1200,39.1724,-86.5194,Bookmarket,39.171,-86.5168,AI/ML,"natural language processing, reinforcement learning, deep learning, neural networks, AI ethics",19:33,19:39
2018 Spring,INFO-I101,Course 1,Dr. Williams,0,0,FALSE,0,0,0,0,0,Jordan Hall (JH),90,600,300,850,500,39.1649,-86.5211,IMU,39.1677,-86.5237,Software Engineering,"debugging, agile, programming, testing, software design",09:26,09:33
2018 Spring,INFO-I102,Course 2,Dr. Brown,10,100,TRUE,7,0,2,1,0,Woodburn Hall (WH),80,500,800,1300,400,39.1681,-86.5199,Forest,39.16469636,-86.51291367,Data Science,"visualization, data analysis, statistics, big data, machine learning",14:43,14:51
2018 Spring,INFO-I103,Course 3,Dr. Smith,0,0,FALSE,0,0,0,0,0,Luddy Hall (LU),120,1200,900,100,1100,39.17288318,-86.52334277,Forest,39.16469636,-86.51291367,AI/ML,"deep learning, natural language processing, AI ethics, reinforcement learning, neural networks",19:43,19:48
2018 Spring,INFO-I104,Course 4,Dr. Brown,36,150,TRUE,24,1,5,5,1,Swain Hall (SW),75,650,450,1100,550,39.1648,-86.5242,Forest,39.16469636,-86.51291367,Data Science,"visualization, data analysis, machine learning, statistics, big data",11:02,11:07
2018 Spring,INFO-I105,Course 5,Dr. Jones,0,0,FALSE,0,0,0,0,0,Jordan Hall (JH),90,600,300,850,500,39.1649,-86.5211,Luddy Hall,39.17288318,-86.52334277,AI/ML,"deep learning, reinforcement learning, natural language processing, neural networks, AI ethics",17:09,17:14
2018 Spring,INFO-I106,Course 6,Dr. Smith,88,100,TRUE,55,0,11,13,9,Psychology Building (PY),85,550,350,950,450,39.17251695,-86.52006939,Bookmarket,39.171,-86.5168,Data Science,"big data, data analysis, visualization, statistics, machine learning",19:15,19:22
2018 Spring,INFO-I107,Course 7,Dr. Jones,133,100,TRUE,71,18,17,20,7,Swain Hall (SW),75,650,450,1100,550,39.1648,-86.5242,Union Street,39.17137812,-86.50945125,Software Engineering,"software design, agile, testing, programming, debugging",18:48,18:58
2018 Spring,INFO-I108,Course 8,Dr. Johnson,39,100,TRUE,20,11,0,2,6,Ballantine Hall (BH),150,400,700,1200,300,39.1661,-86.521,Read,39.16622221,-86.51488147,AI/ML,"neural networks, AI ethics, deep learning, natural language processing, reinforcement learning",14:49,14:57
2018 Spring,INFO-I109,Course 9,Dr. Jones,124,50,TRUE,86,16,8,14,0,Wells Library (LI),100,700,200,900,600,39.1724,-86.5168,Collins,39.1708,-86.5237,Software Engineering,"testing, programming, debugging, software design, agile",12:24,12:30
2018 Spring,INFO-I110,Course 10,Dr. Brown,0,0,FALSE,0,0,0,0,0,Wells Library (LI),100,700,200,900,600,39.1724,-86.5168,Luddy Hall,39.17288318,-86.52334277,Software Engineering,"testing, programming, agile, debugging, software design",11:48,11:53
2018 Spring,INFO-I111,Course 11,Dr. Jones,0,0,FALSE,0,0,0,0,0,Kelley School (KS),200,1300,1000,200,1200,39.1724,-86.5194,IMU,39.1677,-86.5237,Software Engineering,"programming, agile, testing, software design, debugging",17:24,17:30
2018 Spring,INFO-I112,Course 12,Dr. Williams,0,0,FALSE,0,0,0,0,0,Kelley School (KS),200,1300,1000,200,1200,39.1724,-86.5194,Bookmarket,39.171,-86.5168,AI/ML,"natural language processing, reinforcement learning, neural networks, deep learning, AI ethics",12:16,12:22
2018 Spring,INFO-I113,Course 13,Dr. Johnson,66,150,TRUE,20,22,7,10,7,Jordan Hall (JH),90,600,300,850,500,39.1649,-86.5211,Bookmarket,39.171,-86.5168,Data Science,"machine learning, big data, visualization, data analysis, statistics",16:18,16:28
2018 Spring,INFO-I114,Course 14,Dr. Smith,0,0,FALSE,0,0,0,0,0,Wells Library (LI),100,700,200,900,600,39.1724,-86.5168,IMU,39.1677,-86.5237,Software Engineering,"software design, debugging, testing, agile, programming",19:11,19:18
2018 Spring,INFO-I115,Course 15,Dr. Johnson,24,150,TRUE,19,3,1,1,0,Kelley School (KS),200,1300,1000,200,1200,39.1724,-86.5194,Wells Library,39.1724,-86.5168,HCI,"user experience, usability testing, interface design, interaction design, human factors",14:54,15:00
2018 Spring,INFO-I116,Course 16,Dr. Johnson,0,0,FALSE,0,0,0,0,0,Woodburn Hall (WH),80,500,800,1300,400,39.1681,-86.5199,Luddy Hall,39.17288318,-86.52334277,Software Engineering,"testing, programming, software design, debugging, agile",09:27,09:34
2018 Spring,INFO-I117,Course 17,Dr. Williams,36,100,TRUE,15,7,3,7,4,Ballantine Hall (BH),150,400,700,1200,300,39.1661,-86.521,Luddy Hall,39.17288318,-86.52334277,HCI,"interface design, human factors, usability testing, user experience, interaction design",14:31,14:37
2018 Spring,INFO-I118,Course 18,Dr. Jones,0,0,FALSE,0,0,0,0,0,Woodburn Hall (WH),80,500,800,1300,400,39.1681,-86.5199,IMU,39.1677,-86.5237,Information Systems,"networking, IT management, cloud computing, databases, enterprise systems",12:07,12:16
2018 Spring,INFO-I119,Course 19,Dr. Johnson,41,150,TRUE,22,4,9,6,0,Swain Hall (SW),75,650,450,1100,550,39.1648,-86.5242,McNutt,39.1763,-86.5202,AI/ML,"neural networks, reinforcement learning, AI ethics, natural language processing, deep learning",15:10,15:16
2018 Spring,INFO-I120,Course 20,Dr. Johnson,0,0,FALSE,0,0,0,0,0,Jordan Hall (JH),90,600,300,850,500,39.1649,-86.5211,Collins,39.1708,-86.5237,Software Engineering,"debugging, programming, agile, testing, software design",13:17,13:26
2018 Spring,INFO-I121,Course 21,Dr. Jones,0,0,FALSE,0,0,0,0,0,Swain Hall (SW),75,650,450,1100,550,39.1648,-86.5242,Bookmarket,39.171,-86.5168,Software Engineering,"programming, debugging, testing, agile, software design",15:21,15:30
2018 Spring,INFO-I122,Course 22,Dr. Jones,0,0,FALSE,0,0,0,0,0,Swain Hall (SW),75,650,450,1100,550,39.1648,-86.5242,Forest,39.16469636,-86.51291367,Software Engineering,"programming, debugging, agile, software design, testing",19:23,19:31
2018 Spring,INFO-I123,Course 23,Dr. Brown,114,150,TRUE,96,4,1,12,1,Swain Hall (SW),75,650,450,1100,550,39.1648,-86.5242,McNutt,39.1763,-86.5202,Software Engineering,"testing, agile, software design, debugging, programming",09:27,09:37
2018 Spring,INFO-I124,Course 24,Dr. Williams,135,100,TRUE,104,26,0,5,0,Kelley School (KS),200,1300,1000,200,1200,39.1724,-86.5194,IMU,39.1677,-86.5237,Software Engineering,"software design, testing, agile, debugging, programming",15:59,16:06
2018 Spring,INFO-I125,Course 25,Dr. Smith,0,0,FALSE,0,0,0,0,0,Jordan Hall (JH),90,600,300,850,500,39.1649,-86.5211,IMU,39.1677,-86.5237,Data Science,"machine learning, data analysis, visualization, big data, statistics",16:10,16:17
2018 Spring,INFO-I126,Course 26,Dr. Brown,15,50,TRUE,10,0,3,1,1,Woodburn Hall (WH),80,500,800,1300,400,39.1681,-86.5199,IMU,39.1677,-86.5237,Data Science,"machine learning, visualization, data analysis, statistics, big data",15:23,15:29
2018 Spring,INFO-I127,Course 27,Dr. Smith,0,0,FALSE,0,0,0,0,0,Luddy Hall (LU),120,1200,900,100,1100,39.17288318,-86.52334277,Luddy Hall,39.17288318,-86.52334277,AI/ML,"deep learning, neural networks, natural language processing, AI ethics, reinforcement learning",13:06,13:14
2018 Spring,INFO-I128,Course 28,Dr. Smith,0,0,FALSE,0,0,0,0,0,Woodburn Hall (WH),80,500,800,1300,400,39.1681,-86.5199,Wells Library,39.1724,-86.5168,AI/ML,"natural language processing, deep learning, AI ethics, reinforcement learning, neural networks",17:55,18:04
2018 Spring,INFO-I129,Course 29,Dr. Williams,116,100,TRUE,90,1,2,20,3,Luddy Hall (LU),120,1200,900,100,1100,39.17288318,-86.52334277,Union Street,39.17137812,-86.50945125,Information Systems,"networking, IT management, databases, cloud computing, enterprise systems",16:22,16:31
2018 Spring,INFO-I130,Course 30,Dr. Johnson,0,0,FALSE,0,0,0,0,0,Luddy Hall (LU),120,1200,900,100,1100,39.17288318,-86.52334277,IMU,39.1677,-86.5237,Software Engineering,"testing, agile, software design, debugging, programming",17:47,17:52
2018 Spring,INFO-I131,Course 31,Dr. Williams,13,100,TRUE,11,1,0,0,1,Swain Hall (SW),75,650,450,1100,550,39.1648,-86.5242,Union Street,39.17137812,-86.50945125,Software Engineering,"debugging, testing, software design, agile, programming",19:36,19:41
2018 Spring,INFO-I132,Course 32,Dr. Smith,87,100,TRUE,50,15,11,4,7,Woodburn Hall (WH),80,500,800,1300,400,39.1681,-86.5199,IMU,39.1677,-86.5237,Software Engineering,"agile, programming, debugging, testing, software design",11:04,11:09
2018 Spring,INFO-I133,Course 33,Dr. Jones,0,0,FALSE,0,0,0,0,0,Kelley School (KS),200,1300,1000,200,1200,39.1724,-86.5194,Luddy Hall,39.17288318,-86.52334277,HCI,"user experience, usability testing, interaction design, interface design, human factors",16:14,16:22
2018 Spring,INFO-I134,Course 34,Dr. Smith,0,0,FALSE,0,0,0,0,0,Psychology Building (PY),85,550,350,950,450,39.17251695,-86.52006939,Collins,39.1708,-86.5237,Cybersecurity,"encryption, network security, penetration testing, cyber threats, risk management",19:37,19:43
2018 Spring,INFO-I135,Course 35,Dr. Johnson,14,100,TRUE,6,3,3,0,2,Woodburn Hall (WH),80,500,800,1300,400,39.1681,-86.5199,IMU,39.1677,-86.5237,Data Science,"machine learning, statistics, visualization, data analysis, big data",12:53,13:01
2018 Spring,INFO-I136,Course 36,Dr. Johnson,52,50,TRUE,17,17,11,4,3,Swain Hall (SW),75,650,450,1100,550,39.1648,-86.5242,Wells Library,39.1724,-86.5168,Data Science,"visualization, big data, statistics, data analysis, machine learning",16:42,16:48
2018 Spring,INFO-I137,Course 37,Dr. Johnson,32,100,TRUE,18,7,3,4,0,Swain Hall (SW),75,650,450,1100,550,39.1648,-86.5242,Forest,39.16469636,-86.51291367,Information Systems,"networking, IT management, databases, enterprise systems, cloud computing",19:19,19:29
2018 Spring,INFO-I138,Course 38,Dr. Brown,0,0,FALSE,0,0,0,0,0,Jordan Hall (JH),90,600,300,850,500,39.1649,-86.5211,IMU,39.1677,-86.5237,Data Science,"machine learning, statistics, data analysis, big data, visualization",11:20,11:27
2018 Spring,INFO-I139,Course 39,Dr. Brown,104,100,TRUE,90,9,4,1,0,Wells Library (LI),100,700,200,900,600,39.1724,-86.5168,IMU,39.1677,-86.5237,Information Systems,"databases, IT management, networking, enterprise systems, cloud computing",13:33,13:41
2018 Spring,INFO-I140,Course 40,Dr. Williams,50,150,TRUE,20,15,7,3,5,Jordan Hall (JH),90,600,300,850,500,39.1649,-86.5211,IMU,39.1677,-86.5237,Software Engineering,"testing, software design, programming, agile, debugging",10:25,10:31
2018 Spring,INFO-I141,Course 41,Dr. Brown,81,150,TRUE,51,4,18,3,5,Luddy Hall (LU),120,1200,900,100,1100,39.17288318,-86.52334277,Collins,39.1708,-86.5237,HCI,"usability testing, interaction design, interface design, human factors, user experience",09:35,09:40
2018 Spring,INFO-I142,Course 42,Dr. Johnson,97,150,TRUE,47,18,19,4,9,Luddy Hall (LU),120,1200,900,100,1100,39.17288318,-86.52334277,Bookmarket,39.171,-86.5168,HCI,"human factors, user experience, interaction design, interface design, usability testing",11:18,11:26
2018 Spring,INFO-I143,Course 43,Dr. Jones,118,150,TRUE,50,24,28,0,16,Jordan Hall (JH),90,600,300,850,500,39.1649,-86.5211,Union Street,39.17137812,-86.50945125,AI/ML,"deep learning, AI ethics, reinforcement learning, neural networks, natural language processing",09:49,09:59
2018 Spring,INFO-I144,Course 44,Dr. Johnson,0,0,FALSE,0,0,0,0,0,Luddy Hall (LU),120,1200,900,100,1100,39.17288318,-86.52334277,Union Street,39.17137812,-86.50945125,AI/ML,"natural language processing, reinforcement learning, neural networks, AI ethics, deep learning",09:12,09:17
2018 Spring,INFO-I145,Course 45,Dr. Brown,0,0,FALSE,0,0,0,0,0,Swain Hall (SW),75,650,450,1100,550,39.1648,-86.5242,Collins,39.1708,-86.5237,HCI,"user experience, human factors, interface design, interaction design, usability testing",09:01,09:11
2018 Spring,INFO-I146,Course 46,Dr. Smith,92,150,TRUE,46,16,8,17,5,Psychology Building (PY),85,550,350,950,450,39.17251695,-86.52006939,Read,39.16622221,-86.51488147,Software Engineering,"debugging, agile, programming, software design, testing",09:20,09:27
2018 Spring,INFO-I147,Course 47,Dr. Smith,116,150,TRUE,51,30,7,20,8,Luddy Hall (LU),120,1200,900,100,1100,39.17288318,-86.52334277,Union Street,39.17137812,-86.50945125,Data Science,"big data, visualization, machine learning, data analysis, statistics",11:18,11:28
2018 Spring,INFO-I148,Course 48,Dr. Smith,31,50,TRUE,11,7,3,6,4,Wells Library (LI),100,700,200,900,600,39.1724,-86.5168,Wells Library,39.1724,-86.5168,AI/ML,"reinforcement learning, deep learning, AI ethics, natural language processing, neural networks",11:52,12:02
2018 Spring,INFO-I149,Course 49,Dr. Brown,0,0,FALSE,0,0,0,0,0,Woodburn Hall (WH),80,500,800,1300,400,39.1681,-86.5199,Union Street,39.17137812,-86.50945125,Data Science,"statistics, machine learning, visualization, big data, data analysis",19:17,19:27
2018 Spring,INFO-I150,Course 50,Dr. Johnson,149,100,TRUE,79,11,28,18,13,Woodburn Hall (WH),80,500,800,1300,400,39.1681,-86.5199,IMU,39.1677,-86.5237,Data Science,"visualization, machine learning, statistics, data analysis, big data",10:19,10:26
2019 Spring,INFO-I101,Course 1,Dr. Jones,35,50,TRUE,22,0,5,3,5,Psychology Building (PY),85,550,350,950,450,39.17251695,-86.52006939,Luddy Hall,39.17288318,-86.52334277,AI/ML,"natural language processing, neural networks, AI ethics, reinforcement learning, deep learning",19:22,19:31
2019 Spring,INFO-I102,Course 2,Dr. Johnson,67,100,TRUE,47,11,8,0,1,Ballantine Hall (BH),150,400,700,1200,300,39.1661,-86.521,Union Street,39.17137812,-86.50945125,Information Systems,"IT management, databases, enterprise systems, cloud computing, networking",11:32,11:37
2019 Spring,INFO-I103,Course 3,Dr. Williams,102,50,TRUE,30,33,15,12,12,Jordan Hall (JH),90,600,300,850,500,39.1649,-86.5211,Bookmarket,39.171,-86.5168,Cybersecurity,"network security, encryption, cyber threats, risk management, penetration testing",12:59,13:05
2019 Spring,INFO-I104,Course 4,Dr. Brown,0,0,FALSE,0,0,0,0,0,Luddy Hall (LU),120,1200,900,100,1100,39.17288318,-86.52334277,McNutt,39.1763,-86.5202,Software Engineering,"debugging, agile, programming, software design, testing",19:40,19:45
2019 Spring,INFO-I105,Course 5,Dr. Jones,0,0,FALSE,0,0,0,0,0,Jordan Hall (JH),90,600,300,850,500,39.1649,-86.5211,Forest,39.16469636,-86.51291367,Cybersecurity,"network security, encryption, cyber threats, risk management, penetration testing",15:59,16:06
2019 Spring,INFO-I106,Course 6,Dr. Brown,0,0,FALSE,0,0,0,0,0,Swain Hall (SW),75,650,450,1100,550,39.1648,-86.5242,IMU,39.1677,-86.5237,Data Science,"visualization, big data, data analysis, statistics, machine learning",14:17,14:25
2019 Spring,INFO-I107,Course 7,Dr. Smith,0,0,FALSE,0,0,0,0,0,Jordan Hall (JH),90,600,300,850,500,39.1649,-86.5211,IMU,39.1677,-86.5237,Data Science,"statistics, big data, visualization, machine learning, data analysis",14:27,14:35
2019 Spring,INFO-I108,Course 8,Dr. Jones,0,0,FALSE,0,0,0,0,0,Woodburn Hall (WH),80,500,800,1300,400,39.1681,-86.5199,Luddy Hall,39.17288318,-86.52334277,AI/ML,"natural language processing, neural networks, AI ethics, deep learning, reinforcement learning",10:29,10:36
2019 Spring,INFO-I109,Course 9,Dr. Brown,67,150,TRUE,34,16,5,1,11,Wells Library (LI),100,700,200,900,600,39.1724,-86.5168,Read,39.16622221,-86.51488147,AI/ML,"reinforcement learning, AI ethics, deep learning, neural networks, natural language processing",12:49,12:56
2019 Spring,INFO-I110,Course 10,Dr. Smith,116,150,TRUE,68,5,14,19,10,Jordan Hall (JH),90,600,300,850,500,39.1649,-86.5211,Read,39.16622221,-86.51488147,Data Science,"data analysis, statistics, machine learning, visualization, big data",15:55,16:05
2019 Spring,INFO-I111,Course 11,Dr. Brown,0,0,FALSE,0,0,0,0,0,Woodburn Hall (WH),80,500,800,1300,400,39.1681,-86.5199,Bookmarket,39.171,-86.5168,Cybersecurity,"cyber threats, encryption, risk management, network security, penetration testing",14:30,14:35
2019 Spring,INFO-I112,Course 12,Dr. Jones,77,50,TRUE,32,25,10,6,4,Ballantine Hall (BH),150,400,700,1200,300,39.1661,-86.521,Luddy Hall,39.17288318,-86.52334277,HCI,"usability testing, interaction design, interface design, user experience, human factors",15:23,15:30
2019 Spring,INFO-I113,Course 13,Dr. Jones,0,0,FALSE,0,0,0,0,0,Luddy Hall (LU),120,1200,900,100,1100,39.17288318,-86.52334277,McNutt,39.1763,-86.5202,HCI,"human factors, user experience, usability testing, interaction design, interface design",16:26,16:32
2019 Spring,INFO-I114,Course 14,Dr. Brown,85,150,TRUE,65,4,11,1,4,Swain Hall (SW),75,650,450,1100,550,39.1648,-86.5242,IMU,39.1677,-86.5237,Software Engineering,"software design, programming, testing, agile, debugging",13:47,13:54
